ActID,ActionID,EmpID,EffectiveDt
407,10,407,29/May/2015
408,10,408,01/Jan/2015
409,10,409,01/Jan/2015
410,10,410,27/Sep/2017
411,10,411,22/Jul/2015
412,10,412,15/Nov/2016
413,10,413,10/Sep/2017
414,10,414,01/Jan/2015
415,10,415,25/Nov/2015
416,10,416,01/Jan/2015
417,10,417,01/Jan/2015
418,10,418,01/Jan/2015
419,10,419,02/May/2015
420,10,420,02/Feb/2015
421,10,421,06/Feb/2015
422,10,422,01/Jan/2015
423,10,423,18/Nov/2015
424,10,424,09/Jan/2016
425,10,425,22/Jan/2015
426,10,426,01/Jan/2015
427,10,427,01/Jan/2015
428,10,428,01/Aug/2015
429,10,429,26/Jan/2016
430,10,430,15/May/2016
431,10,431,28/Mar/2016
432,10,432,15/Nov/2015
433,10,433,01/Jan/2015
434,10,434,11/Apr/2015
435,10,435,01/Jan/2015
436,10,436,29/Sep/2015
437,10,437,01/Jan/2015
438,10,438,01/Jan/2015
439,10,439,01/Jan/2015
440,10,440,01/Jan/2015
441,10,441,20/Jan/2015
442,10,442,12/Sep/2015
443,10,443,01/Jan/2015
444,10,444,27/Jul/2016
445,10,445,26/Nov/2015
446,10,446,23/Jan/2015
447,10,447,01/Jan/2015
448,10,448,01/Jan/2015
449,10,449,28/Aug/2015
450,10,450,08/Oct/2016
451,10,451,01/Jan/2015
452,10,452,01/Jan/2015
453,10,453,23/Sep/2016
454,10,454,07/Aug/2015
455,10,455,01/Jan/2015
456,10,456,24/May/2015
457,10,457,01/Jan/2015
458,10,458,01/Jan/2015
459,10,459,01/Jan/2015
460,10,460,09/May/2015
461,10,461,22/Feb/2016
462,10,462,25/Jan/2016
463,10,463,01/Jan/2015
464,10,464,01/Jan/2015
465,10,465,18/Mar/2016
466,10,466,04/Feb/2015
467,10,467,05/Apr/2015
468,10,468,02/Jun/2015
469,10,469,22/Nov/2015
470,10,470,01/Jan/2015
471,10,471,01/Jan/2015
472,10,472,01/Jan/2015
473,10,473,01/Jan/2015
474,10,474,01/Jan/2015
475,10,475,01/Jan/2015
476,10,476,10/Nov/2015
477,10,477,01/Jan/2015
478,10,478,08/May/2016
479,10,479,01/Jan/2015
480,10,480,27/Jun/2015
481,10,481,01/May/2015
482,10,482,01/Jan/2015
483,10,483,23/Apr/2015
484,10,484,01/Jan/2015
485,10,485,24/Sep/2015
486,10,486,01/Jan/2015
487,10,487,10/Apr/2016
488,10,488,01/Jan/2015
489,10,489,01/Jan/2015
490,10,490,04/Mar/2015
491,10,491,09/Jul/2015
492,10,492,01/Jan/2015
493,10,493,01/Jan/2015
494,10,494,30/Jun/2015
495,10,495,16/Jun/2015
496,10,496,01/Jan/2015
497,10,497,06/Nov/2016
498,10,498,01/Jan/2015
499,10,499,01/Jan/2015
500,10,500,01/Jan/2015
501,10,501,28/Nov/2015
502,10,502,01/Jan/2015
503,10,503,22/Oct/2015
504,10,504,29/May/2015
505,10,505,01/Jan/2015
506,10,506,24/Aug/2016
507,10,507,01/Jan/2015
508,10,508,23/Feb/2015
509,10,509,02/May/2015
510,10,510,01/Jan/2015
511,10,511,01/Jan/2015
512,10,512,05/Nov/2015
513,10,513,22/Apr/2016
514,10,514,03/Apr/2015
515,10,515,01/Jan/2015
516,10,516,01/Jan/2015
517,10,517,29/Oct/2016
518,10,518,24/Dec/2015
519,10,519,01/Jan/2015
520,10,520,15/Jul/2016
521,10,521,01/Jan/2015
522,10,522,20/Feb/2015
523,10,523,29/Apr/2015
524,10,524,01/Jan/2015
525,10,525,01/Jan/2015
526,10,526,01/Jan/2015
527,10,527,25/May/2015
528,10,528,01/Jan/2015
529,10,529,01/Jan/2015
530,10,530,01/Jan/2015
531,10,531,20/Sep/2015
532,10,532,01/Jan/2015
533,10,533,01/Jan/2015
534,10,534,01/Jan/2015
535,10,535,18/Apr/2015
536,10,536,01/Jan/2015
537,10,537,01/Jan/2015
538,10,538,01/Jan/2015
539,10,539,04/Feb/2016
540,10,540,01/Jan/2015
541,10,541,24/Apr/2015
542,10,542,01/Jan/2015
543,10,543,01/Jan/2015
544,10,544,13/Nov/2015
545,10,545,06/Mar/2015
546,10,546,09/Sep/2015
547,10,547,01/Jan/2015
548,10,548,30/May/2015
549,10,549,21/Feb/2015
550,10,550,01/Jan/2015
551,10,551,15/Feb/2015
552,10,552,01/Jan/2015
553,10,553,01/Jan/2015
554,10,554,01/Jan/2015
555,10,555,12/Aug/2016
556,10,556,16/Aug/2015
557,10,557,01/Jan/2015
558,10,558,01/Jan/2015
559,10,559,01/Jan/2015
560,10,560,01/Jan/2015
561,10,561,01/Jan/2015
562,10,562,06/Jun/2015
563,10,563,01/Jan/2015
564,10,564,17/Jun/2015
565,10,565,10/Nov/2017
566,10,566,01/Jan/2015
567,10,567,17/Dec/2015
568,10,568,17/Apr/2015
569,10,569,01/Jan/2015
570,10,570,17/Jul/2015
571,10,571,01/Mar/2016
572,10,572,21/Aug/2015
573,10,573,01/Jan/2015
574,10,574,01/Jan/2015
575,10,575,01/Jan/2015
576,10,576,14/Jul/2015
577,10,577,29/Apr/2015
578,10,578,04/Nov/2015
579,10,579,03/Feb/2015
580,10,580,01/Jan/2015
581,10,581,03/Feb/2015
582,10,582,09/Jan/2015
583,10,583,01/Jan/2015
584,10,584,16/Oct/2015
585,10,585,01/Jan/2015
586,10,586,01/Jan/2015
587,10,587,28/May/2015
588,10,588,01/Jan/2015
589,10,589,03/Jan/2016
590,10,590,29/Jan/2015
591,10,591,11/Oct/2015
592,10,592,01/Jan/2015
593,10,593,18/Feb/2015
594,10,594,01/Jan/2015
595,10,595,01/Jan/2015
596,10,596,01/Jan/2015
597,10,597,01/Jan/2015
598,10,598,17/Aug/2015
599,10,599,01/Jan/2015
600,10,600,18/Jun/2016
601,10,601,01/Jan/2015
602,10,602,25/May/2016
603,10,603,01/Jan/2015
604,10,604,01/Jan/2015
605,10,605,08/Oct/2015
606,10,606,01/Jan/2015
607,10,607,22/Jun/2015
608,10,608,01/Jan/2015
609,10,609,01/Jan/2015
610,10,610,19/Aug/2015
611,10,611,01/Jan/2015
612,10,612,01/Mar/2015
613,10,613,30/Apr/2016
614,10,614,22/Jun/2015
615,10,615,19/Sep/2015
616,10,616,01/Jan/2015
617,10,617,07/Jul/2016
618,10,618,30/Jan/2016
619,10,619,13/Sep/2015
620,10,620,20/Mar/2015
621,10,621,20/Nov/2015
622,10,622,13/Jun/2016
623,10,623,24/Jun/2016
624,10,624,02/Jan/2016
625,10,625,01/Jan/2015
626,10,626,05/Feb/2015
627,10,627,14/Jul/2016
628,10,628,01/Jan/2015
629,10,629,24/Aug/2015
630,10,630,01/Jan/2015
631,10,631,01/Jan/2015
632,10,632,01/Jan/2015
633,10,633,01/Jan/2015
634,10,634,01/Jan/2015
635,10,635,01/Jan/2015
636,10,636,01/Jan/2015
637,10,637,31/Jul/2016
638,10,638,01/Jan/2015
639,10,639,25/Jan/2015
640,10,640,01/Jan/2015
641,10,641,11/May/2016
642,10,642,28/Feb/2015
643,10,643,01/Jan/2015
644,10,644,20/Jan/2016
645,10,645,10/Jun/2015
646,10,646,29/Aug/2015
647,10,647,01/Jan/2015
648,10,648,01/Jan/2015
649,10,649,18/Feb/2016
650,10,650,01/Jan/2015
651,10,651,01/Jan/2015
652,10,652,08/Jan/2016
653,10,653,01/Jan/2015
654,10,654,01/Jan/2015
655,10,655,01/Jan/2015
656,10,656,01/Jan/2015
657,10,657,01/Jan/2015
658,10,658,18/Nov/2015
659,10,659,05/Oct/2015
660,10,660,18/Jul/2015
661,10,661,09/Jul/2015
662,10,662,31/Jan/2016
663,10,663,05/Dec/2015
664,10,664,01/Jan/2015
665,10,665,01/Jan/2015
666,10,666,01/Jan/2015
667,10,667,01/Jan/2015
668,10,668,26/Jun/2015
669,10,669,01/Jan/2015
670,10,670,19/Jul/2016
671,10,671,18/Sep/2015
672,10,672,18/Aug/2015
673,10,673,01/Jan/2015
674,10,674,01/Jan/2015
675,10,675,06/Nov/2016
676,10,676,01/Jan/2015
677,10,677,05/Dec/2015
678,10,678,10/Jul/2015
679,10,679,05/Feb/2015
680,10,680,01/Jan/2015
681,10,681,01/Jan/2015
682,10,682,13/Jan/2016
683,10,683,01/Jan/2015
684,10,684,07/Dec/2017
685,10,685,01/Jun/2016
686,10,686,01/Jan/2015
687,10,687,01/Jan/2015
688,10,688,08/Jan/2017
689,10,689,24/May/2015
690,10,690,08/Dec/2016
691,10,691,01/Jan/2015
692,10,692,17/Dec/2015
693,10,693,01/Jan/2015
694,10,694,01/Jan/2015
695,10,695,05/Apr/2015
696,10,696,01/Jan/2015
697,10,697,12/Sep/2015
698,10,698,20/Apr/2016
699,10,699,04/Jan/2016
700,10,700,14/Oct/2015
701,10,701,01/Jan/2015
702,10,702,26/Feb/2015
703,10,703,01/Jan/2015
704,10,704,01/Jan/2015
705,10,705,17/Sep/2015
706,10,706,21/Mar/2016
707,10,707,29/Mar/2016
708,10,708,01/Jan/2015
709,10,709,01/Jan/2015
710,10,710,09/Feb/2015
711,10,711,01/Jan/2015
712,10,712,01/Jan/2015
713,10,713,14/May/2016
714,10,714,01/Jan/2015
715,10,715,01/Jan/2015
716,10,716,01/Jan/2015
717,10,717,01/Jan/2015
718,10,718,01/Jan/2015
719,10,719,05/Aug/2015
720,10,720,01/Jan/2015
721,10,721,01/Jan/2015
722,10,722,01/Jan/2015
723,10,723,29/Apr/2015
724,10,724,09/Jan/2016
725,10,725,14/Oct/2015
726,10,726,15/Feb/2015
727,10,727,28/Sep/2015
728,10,728,01/Jan/2015
729,10,729,10/Jun/2015
730,10,730,20/Jun/2015
731,10,731,19/Nov/2015
732,10,732,29/Sep/2015
733,10,733,09/Oct/2015
734,10,734,01/Jan/2015
735,10,735,01/Jan/2015
736,10,736,09/Feb/2015
737,10,737,28/Sep/2015
738,10,738,01/Jan/2015
739,10,739,01/Jan/2015
740,10,740,01/Jan/2015
741,10,741,01/Jan/2015
742,10,742,01/Jan/2015
743,10,743,28/Feb/2016
744,10,744,11/Apr/2017
745,10,745,01/Jan/2015
746,10,746,01/Jan/2015
747,10,747,01/Jan/2015
748,10,748,12/Dec/2016
749,10,749,29/Mar/2015
750,10,750,01/Jan/2015
751,10,751,01/Jan/2015
752,10,752,17/Jun/2015
753,10,753,13/Jun/2015
754,10,754,23/Nov/2016
755,10,755,09/May/2015
756,10,756,07/Sep/2015
757,10,757,11/May/2016
758,10,758,12/Aug/2015
759,10,759,01/Jan/2015
760,10,760,28/Jan/2016
761,10,761,30/Nov/2016
762,10,762,01/Jan/2015
763,10,763,01/Jan/2015
764,10,764,21/May/2015
765,10,765,06/Jan/2015
766,10,766,01/Jan/2015
767,10,767,21/Nov/2015
768,10,768,13/Oct/2015
769,10,769,01/Jan/2015
770,10,770,06/Oct/2015
771,10,771,15/May/2016
772,10,772,15/May/2016
773,10,773,26/Apr/2015
774,10,774,21/Apr/2016
775,10,775,01/Jan/2015
776,10,776,12/Jul/2015
777,10,777,19/Jan/2015
778,10,778,13/Jan/2015
779,10,779,01/Jan/2015
780,10,780,01/Nov/2015
781,10,781,15/Jan/2015
782,10,782,01/Jan/2015
783,10,783,04/Feb/2015
784,10,784,03/Feb/2016
785,10,785,01/Jan/2015
786,10,786,11/Nov/2015
787,10,787,01/Jan/2015
788,10,788,15/Feb/2015
789,10,789,01/Jan/2015
790,10,790,05/Nov/2015
791,10,791,01/Jan/2015
792,10,792,16/Jan/2015
793,10,793,06/Jun/2015
794,10,794,20/Apr/2016
795,10,795,26/May/2016
796,10,796,01/Jan/2015
797,10,797,26/Apr/2015
798,10,798,28/Sep/2015
799,10,799,13/Apr/2015
800,10,800,13/May/2016
801,10,801,13/Oct/2016
802,10,802,01/Jan/2015
803,10,803,01/Jan/2015
804,10,804,28/May/2015
805,10,805,01/Jan/2015
806,10,806,01/Jan/2015
807,10,807,07/Oct/2015
808,10,808,01/Jan/2015
809,10,809,01/Jan/2015
810,10,810,15/Jan/2015
811,10,811,02/Mar/2015
812,10,812,12/Jan/2015
813,10,813,13/Dec/2015
814,10,814,01/Jan/2015
815,10,815,01/Jan/2015
816,10,816,15/Jul/2016
817,10,817,01/Jan/2015
818,10,818,29/Jan/2015
819,10,819,17/Dec/2015
820,10,820,01/Jan/2015
821,10,821,01/Jan/2015
822,10,822,18/Sep/2015
823,10,823,24/Apr/2015
824,10,824,01/Jan/2015
825,10,825,04/Sep/2015
826,10,826,01/Jan/2015
827,10,827,01/Jan/2015
828,10,828,01/Jan/2015
829,10,829,01/Jan/2015
830,10,830,09/Sep/2016
831,10,831,03/Nov/2015
832,10,832,06/Jul/2016
833,10,833,01/Jan/2015
834,10,834,01/Jan/2015
835,10,835,01/Jan/2015
836,10,836,01/Jan/2015
837,10,837,01/Jan/2015
838,10,838,11/Dec/2015
839,10,839,22/Nov/2015
840,10,840,02/Nov/2015
841,10,841,29/Jun/2015
842,10,842,01/Jan/2015
843,10,843,01/Jan/2015
844,10,844,01/Jan/2015
845,10,845,30/Jan/2015
846,10,846,02/May/2015
847,10,847,16/May/2016
848,10,848,22/Apr/2016
849,10,849,04/May/2015
850,10,850,01/Jan/2015
851,10,851,01/Jan/2015
852,10,852,23/Nov/2015
853,10,853,15/May/2015
854,10,854,17/Apr/2015
855,10,855,01/Jan/2015
856,10,856,04/Jan/2015
857,10,857,01/Jan/2015
858,10,858,01/Jul/2015
859,10,859,24/Mar/2015
860,10,860,01/May/2015
861,10,861,01/Jan/2015
862,10,862,01/Jan/2015
863,10,863,01/Jan/2015
864,10,864,09/Jan/2016
865,10,865,29/Jul/2015
866,10,866,01/Jan/2015
867,10,867,01/Jan/2015
868,10,868,20/Nov/2015
869,10,869,25/Jul/2016
870,10,870,01/Jan/2015
871,10,871,01/Jan/2015
872,10,872,01/Jan/2015
873,10,873,01/Jan/2015
874,10,874,01/Jan/2015
875,10,875,28/Apr/2015
876,10,876,16/Apr/2015
877,10,877,28/Apr/2015
878,10,878,01/Jan/2015
879,10,879,01/Jan/2015
880,10,880,17/Sep/2015
881,10,881,01/Jan/2015
882,10,882,25/May/2015
883,10,883,22/Mar/2015
884,10,884,01/Jan/2015
885,10,885,01/Jan/2015
886,10,886,01/Jan/2015
887,10,887,01/Jan/2015
888,10,888,21/Dec/2015
889,10,889,01/Jan/2015
890,10,890,26/May/2016
891,10,891,11/Jan/2015
892,10,892,01/Jan/2015
893,10,893,01/Jan/2015
894,10,894,29/Jul/2017
895,10,895,01/Jan/2015
896,10,896,21/May/2015
897,10,897,20/Jun/2015
898,10,898,01/Jan/2015
899,10,899,17/May/2015
900,10,900,01/Jan/2015
901,10,901,12/Dec/2015
902,10,902,01/Jan/2015
903,10,903,01/Jan/2015
904,10,904,01/Jan/2015
905,10,905,01/Jan/2015
906,10,906,12/Feb/2016
907,10,907,01/Jan/2015
908,10,908,01/Jan/2015
909,10,909,01/Jan/2015
910,10,910,26/Feb/2015
911,10,911,22/Jan/2016
912,10,912,09/Jan/2015
913,10,913,23/Feb/2015
914,10,914,01/Jan/2015
915,10,915,17/Feb/2015
916,10,916,14/May/2015
917,10,917,01/Jan/2015
918,10,918,15/May/2017
919,10,919,14/Apr/2017
920,10,920,01/Jan/2015
921,10,921,01/Jan/2015
922,10,922,01/Jan/2015
923,10,923,04/Dec/2015
924,10,924,01/Jan/2015
925,10,925,20/May/2018
926,10,926,16/Jan/2016
927,10,927,21/Jul/2015
928,10,928,01/Jan/2015
929,10,929,01/Jan/2015
930,10,930,01/Jan/2015
931,10,931,01/Jan/2015
932,10,932,29/Jan/2015
933,10,933,01/Jan/2015
934,10,934,01/Jan/2015
935,10,935,01/Jan/2015
936,10,936,25/Apr/2015
937,10,937,17/Feb/2016
938,10,938,01/Jan/2015
